Card Name,Card Link,Card ID,archive,Information through ATE,It can be taken to EREN,Danger type 3.,Danger type 2.,Hazard type,Hazard characterization,Keywords,2. FILTRATION,Information is ready,"Document, publication related to the case 2.",Information source name/affiliation,Primary source of information,"Document, publication related to the case",Action taken,Additional measures,2. FILTER Are risk management options known?,2. FILTER Severity,2. FILTER Measure,2. FILTER Proximity in time,2. FILTRATION Groundedness,Total score of SCREENING 2,1. FILTRATION,2. RESULT OF FILTERING,Result of FILTER 1,Pre-screening,It requires confidential case management,Event type,Regularity of revaluation,"Document, publication related to the case 3.",What driver affects it?,Driver effect,1. Justification of FILTERING,Date of event (appearance of risk).,Date of access to information,Description of action,What is the reason for the increased exposure/sensitivity?,Signal,Notifiable body,Rationale for pre-screening,DRIVERs 1,HAZARDcat 1,PRODUCT 1,EREN status,HAZARDcat 2,PRODcat 2,DRIVERs 2,SOME information,2. Justification of FILTERING,It must be indicated as a partner institution,Unnamed: 53
Potential risks of home fermentation,https://trello.com/c/5fa254b9795417399bba3c72,5fa254b9795417399bba3c72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Driver: The impact of the Russian-Ukrainian war,https://trello.com/c/622af633a38cf34addc88ee8,622af633a38cf34addc88ee8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethylene oxide,https://trello.com/c/629f43cc2a615604e46f23d4,629f43cc2a615604e46f23d4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Big Pineapple Pesticide Problem,https://trello.com/c/6572d22fd55fb3f73ba44def,6572d22fd55fb3f73ba44def,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High levels of toxic 'forever chemicals', PFAS and PFOS in our fish could be harming us",https://trello.com/c/65a640c69cc050bc78db1586,65a640c69cc050bc78db1586,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Risk of diabetes, high blood pressure and obesity: Dangerous substance found in the urine of numerous people",https://trello.com/c/65d35a60b380e7dc9851fe03,65d35a60b380e7dc9851fe03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rare earth elements,https://trello.com/c/655c8a56d1f6fe534e715fe8,655c8a56d1f6fe534e715fe8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compulsory compost collection in Hungary from January,https://trello.com/c/64e485a0098a35c455282802,64e485a0098a35c455282802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathogen spillover of Henipavirions driven by environmental changes,https://trello.com/c/655db7af62b6554bd98659b8,655db7af62b6554bd98659b8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA warns about risks of giving probiotics to preterm babies after infant's death,https://trello.com/c/655726ef0efd75c7d73266cf,655726ef0efd75c7d73266cf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are everyday chemicals contributing to global obesity?,https://trello.com/c/63cf9eb64680441b752dd8ee,63cf9eb64680441b752dd8ee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review of ANSES’s work on prosulfocarb,https://trello.com/c/6523ac08b6613ed4f3220b7d,6523ac08b6613ed4f3220b7d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFAS found in drinking straws made of paper or bamboo,https://trello.com/c/6503fb42c608a70f9fe07600,6503fb42c608a70f9fe07600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbiological risks of plant-based products,https://trello.com/c/646c9b97b8af0260c3466a0b,646c9b97b8af0260c3466a0b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased intake of added sugars increases the chance of developing kidney stones,https://trello.com/c/64e45b3a906ff9bd38734479,64e45b3a906ff9bd38734479,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experts warn about feline coronavirus after ‘thousands’ of cat deaths in Cyprus,https://trello.com/c/64db600673acac66e900ff47,64db600673acac66e900ff47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USDA researchers discover 33 new mycotoxin-producing fungi species,https://trello.com/c/64c8b4f9b82189b4fd753b9a,64c8b4f9b82189b4fd753b9a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
African armyworm resurgence threatens Eastern Africa’s agriculture as FAO raises alert,https://trello.com/c/64ad16df2400dabcd83edbeb,64ad16df2400dabcd83edbeb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The True Nature of Tricalcium Phosphate Used as Food Additive (E341(iii)),https://trello.com/c/64ad161de3a1b68fd7022a8a,64ad161de3a1b68fd7022a8a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurine shows the ability to reverse aging after prolonging life in mice,https://trello.com/c/64ad15f88ed4fcd6cd6e846a,64ad15f88ed4fcd6cd6e846a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brain-disrupting pesticides in the cultivation of potatoes, onions and apples",https://trello.com/c/649a9c5d08dd53d4942ec36c,649a9c5d08dd53d4942ec36c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disinfectants and cleaning products harboring toxic chemicals,https://trello.com/c/647edb1cb0e68db85371678f,647edb1cb0e68db85371678f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purple pigment violacein produced via microbial fermentation at scale Octarine Bio and Ginkgo Bioworks partnership,https://trello.com/c/647edaffcfbbb579ebc75158,647edaffcfbbb579ebc75158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atherigona orientalis (Diptera: Muscidae) in mainland France: a very polyphagous and unregulated pest fly,https://trello.com/c/647892aeeaac76c01147a678,647892aeeaac76c01147a678,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFAS in organic eggs,https://trello.com/c/647891b5f8b669231d69fc51,647891b5f8b669231d69fc51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanoparticles for wastewater treatment,https://trello.com/c/646c9b77856c3f7208e0fcb0,646c9b77856c3f7208e0fcb0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microplastics: The What, Where, Why And Impact",https://trello.com/c/646c803c9ab2a261096fa165,646c803c9ab2a261096fa165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recent Advances in ZnO Nanomaterial-Mediated Biological Applications and Action Mechanisms,https://trello.com/c/646c7fd8c727aeb47cca5eec,646c7fd8c727aeb47cca5eec,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Novel Multicellular Placental Barrier Model to Investigate the Effect of Maternal Aflatoxin B1 Exposure on Fetal-Side Neural Stem Cells,https://trello.com/c/646c7f986aedf443cf06e663,646c7f986aedf443cf06e663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pesticides, lithium… water that is decidedly less and less drinkable.",https://trello.com/c/646c7f3f87f7aa74b272af92,646c7f3f87f7aa74b272af92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research finds non-contact surfaces major route of L. monocytogenes contamination,https://trello.com/c/646c7ef94c2cfcaca324959a,646c7ef94c2cfcaca324959a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Italy: some regions ask to use Chlorpyrifos, a pesticide banned in the EU",https://trello.com/c/646c7e343683ad7f6c678de0,646c7e343683ad7f6c678de0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pesticides found on flowers, posing pollination threat",https://trello.com/c/645a0054b8479f0b7138300e,645a0054b8479f0b7138300e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spent Grain: A Functional Ingredient for Food Applications,https://trello.com/c/6459ff769815e98f7d16028b,6459ff769815e98f7d16028b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half of the honey imported into Europe would be cut with sugar syrup,https://trello.com/c/643e5bcafd1f666d4ecabe51,643e5bcafd1f666d4ecabe51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New project aims to enable recycled phosphorus in feed,https://trello.com/c/64350d5d7127b5d471b646f1,64350d5d7127b5d471b646f1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFSA changes vitamin B6 and selenium safety limits but critics question the science,https://trello.com/c/641977d5ca888554739ba5be,641977d5ca888554739ba5be,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythritol linked to heart attack and stroke,https://trello.com/c/6419769521661ca21f3d3edb,6419769521661ca21f3d3edb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Detection and Characterization of Alongshan Virus in Ticks and Tick Saliva from Lower Saxony, Germany with Serological Evidence for Viral Transmission to Game and Domestic Animals",https://trello.com/c/6419765a79feda388bfad5dc,6419765a79feda388bfad5dc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The researchers brewing lipids to transform waste into food,https://trello.com/c/63fdc38a03443b3c25060ae4,63fdc38a03443b3c25060ae4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodborne Diseases in the Edible Insect Industry in Europe—New Challenges and Old Problems,https://trello.com/c/63fdc32bd3c8aa7c20675023,63fdc32bd3c8aa7c20675023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystery of fatal ‘staggering disease’ unravelled: novel rustrela virus causes severe meningoencephalomyelitis in domestic cats,https://trello.com/c/63f47ba244cf49751553025d,63f47ba244cf49751553025d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind Speed and Landscape Context Mediate Campylobacter Risk among Poultry Reared in open Envinroments,https://trello.com/c/63f47b6409966489771aacbe,63f47b6409966489771aacbe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu that spread from wild birds to mink in Spain raising global alarm,https://trello.com/c/63f47ab62eb4f40c322f05a3,63f47ab62eb4f40c322f05a3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyphosate risks and legislation issues,https://trello.com/c/63f479b418c80ead82ecfa86,63f479b418c80ead82ecfa86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The future of alcoholic drinks,https://trello.com/c/63e20df6e1f2749dfc8e1e31,63e20df6e1f2749dfc8e1e31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food and feed from waste,https://trello.com/c/63e20c83fa496abb473f843f,63e20c83fa496abb473f843f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perinatal exposure to foodborne inorganic nanoparticles: A role in the susceptibility to food allergy,https://trello.com/c/63e20c620efaf2797b7322d7,63e20c620efaf2797b7322d7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland study finds spices second only to paint for the lead poisoning of children,https://trello.com/c/63e20aeaeb48c7df56a56606,63e20aeaeb48c7df56a56606,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French study detects unlabelled nanomaterials in food,https://trello.com/c/63cf9e6fad0ef96a37a27c8c,63cf9e6fad0ef96a37a27c8c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark side of dark chocolate: Toxic metals are found in EVERY bar tested by researchers in new report,https://trello.com/c/63cf9e34f3c71ba71cb7623c,63cf9e34f3c71ba71cb7623c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food safety risks posed by consumption of sea cucumbers,https://trello.com/c/63cf9d7d72438f55334ba8be,63cf9d7d72438f55334ba8be,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Converting grass to edible starch,https://trello.com/c/63cf9d0b0094481a66c19fa7,63cf9d0b0094481a66c19fa7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU Court overturns Europe’s ban on titanium dioxide,https://trello.com/c/63cf9c684d913f749f34b3ae,63cf9c684d913f749f34b3ae,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Harmless” Listeria species developing pathogenic resistance",https://trello.com/c/63cf9c3b6d3625917d8656fb,63cf9c3b6d3625917d8656fb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Most meat from cattle grazing in flood pains too high in dioxins,https://trello.com/c/63c5bf61778fca028f67608b,63c5bf61778fca028f67608b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scientists have revived a 48,500-year-old 'zombie virus'",https://trello.com/c/63c5bf2c9c38ca006d135683,63c5bf2c9c38ca006d135683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates: impact on leiomyoma growth and mixture risk,https://trello.com/c/63c5be6e024f1d028f1e5568,63c5be6e024f1d028f1e5568,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentially deadly human and horse diseases being spread by donkey skin trade,https://trello.com/c/63c5bd92719c83020df14e44,63c5bd92719c83020df14e44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDA gives first safety sign-off for company selling lab-grown meat,https://trello.com/c/63c5bd25f13da6011d15256c,63c5bd25f13da6011d15256c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poppy seed tea – could lead to severe illness,https://trello.com/c/63c5bc2a90e09b01d2da8eed,63c5bc2a90e09b01d2da8eed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU updates maximum levels for dioxins and PCBs in some foods,https://trello.com/c/63a065d9f63c950016487960,63a065d9f63c950016487960,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First global consultation looks at the safety of cell-based foods,https://trello.com/c/63a06583194a9a03ef5e0bfd,63a06583194a9a03ef5e0bfd,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enhancing Bread Quality and Shelf Life via Glucose Oxidase Immobilized on Zinc Oxide Nanoparticles—A Sustainable Approach towards Food Safety,https://trello.com/c/63a0651b03bce90385bd9582,63a0651b03bce90385bd9582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research – Microbiological and physicochemical properties of farm bulk tank milk and antimicrobial resistance of its dominant bacteria,https://trello.com/c/63a06450202f0002622c8d81,63a06450202f0002622c8d81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balantioides coli Fecal Excretion in Hunted Wild Cervids (Cervus elaphus and Dama dama) from Portugal,https://trello.com/c/638f0f80c78768021e39d15f,638f0f80c78768021e39d15f,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lack of iron, overuse of food pouches concern child medical experts",https://trello.com/c/638f0eb3013a6f01541060ee,638f0eb3013a6f01541060ee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electron beam irradiation effects,https://trello.com/c/634e4745ef802801252e8e8c,634e4745ef802801252e8e8c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occurrence of toxic metals and metalloids in muscle and liver of italian heavy pigs,https://trello.com/c/632054c950777b01c756ed65,632054c950777b01c756ed65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA finds new risks with dicamba weedkiller,https://trello.com/c/63204f12aa15990171462d7e,63204f12aa15990171462d7e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production of fake pesticides on the rise in the EU,https://trello.com/c/6308913b49868700203c1d27,6308913b49868700203c1d27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
